marks,n,author,title,date,content_ques
2,301,BenShe (夏曄冬蒨),[問題] 遲早會因為不想生小孩而分手嗎？,Sun Feb 11 01:47:23 2018,小妹和男友交往四年有餘我已經出社會工作了而他還在當兵再過一陣子應該就要退伍去工作了因為他的年紀比較大所以有時候也會提到可能結婚後的事他說希望婚後要有小孩但我本身因為有遺傳率50的障礙所以不打算生小孩以前這件事都是說說就算了感覺他也沒有很強硬因為他本身還想買房什麼的也知道買房加養小孩的經濟壓力一定會很重但是最近我們有開始比較積極討論這件事他說我只是害怕擔起責任別人條件比我們更差的都敢生為什麼我不敢生說他是獨子他的姓氏比較少見甚至還說他身體不好說不定五十幾歲就走了沒生小孩的話誰來陪伴我之類的說我的母親可以把我跟弟弟教養成這樣我即便生下跟我一樣的孩子也一定可以把他教好總之說到最後他總就撂下一句我不生小孩的話他沒辦法跟我結婚雖然口氣是開玩笑的但講了這麼久每次都是這樣結束這個話題每次都在想他這樣的訴求其實算是很明白了吧我本身結不結婚都沒差爸媽甚至不支持我結婚生子但他的情況跟我完全不一樣上次去他家甚至還在他家看到一兩口紙箱外面就寫著男友名字子女衣物這樣交往下去感覺就是在浪費他的時間但還是覺得很難過我也是很想跟他結婚走一輩子的啊就因為身體因素不想生孩子搞得我對他甚至感情永遠被打上一個問號
3,11,lemonpretty (小野),[討論] 生不生小孩,Sun Feb 21 11:11:46 2021,以現在台灣的生育率非常低年紀也已經33歲了確實不生小孩可以省下很多開銷而且小孩長大後 也不知道是好是壞也不會被人比較但想到 如果沒孩子以後老了 我該怎麼生活呢大家會想生孩子嗎
3,18,sunskies (suica card),[閒聊] 什麼原因讓妳想生小孩？,Mon Jan 11 20:52:38 2021,身邊人大多都是想有個家的感覺所以感覺對了經濟還算OK就結婚生子當然也有部分人是懷孕了才開始想成家板上都是看到不生的理由居多那麼想生的理由是什麼呢
3,25,Mx8835 (窩肆一隻熊),[討論] 會想要幾歲生小孩,Tue Sep 29 19:26:23 2020,剛剛吃飯時不見弟弟身影 所以問了兩句被媽媽告知說弟弟之前打工認識的朋友生了他去醫院探望在一旁的爸爸聽到後馬上對我說妳不要那麼早生小孩喔這時的我感到莫名其妙對方明明就是打工認識的又不是同學在無法確定年齡的情況下怎麼知道對方是早生小孩看到我一臉困惑的媽媽才開口那個女生好像跟你弟弟同齡才16歲然後男方28歲女方的年齡確實讓我大吃一驚但年齡差更是讓我震驚到無法自拔如果是26配38我倒覺得還好可是今天是16配28耶<U+30CE>ω我說如果我在16歲這個年紀生小孩的話 小孩現在應該都要上幼稚園惹耶<U+30FD> <U+0414> <U+FF89>爸爸這時突然變臉用很嚴肅的語氣對我說絕對不會讓你生下來生小孩的話最早30在這之前都不要考慮不過每個人都有不同的人生觀念與規劃像我就覺得30生小孩有點太晚大概等2526就可以開始考慮與準備ε想問版上的女孩悶在沒有意外的前提下大家想要幾歲生小孩<U+FF6A>像小妹我就覺得16歲過早30歲略晚版上的大家覺得呢卍乂oO煞氣a一隻熊Oo乂卍廢文注音文還有漫天的顏文字這些都是被選來製造出一隻熊的必要成份但是Mx8835不小心在調製的配方裡多加了一種成分 煞氣於是煞氣a一隻熊就誕生惹d <U+2200>b
3,40,Francise (少喝飲料多喝水),[問題] 家庭有多少收入才建議生小孩,Sat Aug 1 22:39:05 2020,若不考量於台北或新北定居另負擔基本的房貸一個正常的雙薪家庭並保有基本生活品質的情況下你認為年收需要多少才有能力撫養一個小孩
3,41,cp120420 (天氣很冷),[討論] 經濟許可的話會想生小孩嗎,Tue Jul 21 13:49:35 2020,剛看到討論不婚不生的文幾乎是在講經濟問題才不想生如果自己本身經濟對方經濟許可養兩個小孩都沒問題還可以給小孩不錯的教育環境的話大家還會選擇生小孩嗎撇除年紀太大了這個因素的話我個人是還是會選擇生以前其實沒有想要生小孩後來覺得很想看看自己小孩到底長怎麼樣希望能跟另外一伴一起組成有小孩的家庭我身邊有朋友及我妹是不想被小孩煩犧牲自己的生活品質也認為自己基因不是很好再加上整個世界社會環境動盪生小孩只是在害他們面對以後的未知生活與其讓他們活在水深火熱的現實世界倒不如不要生對他們還比較好 之類的有人有一樣的想法嗎 突然覺得好像有那麼一點道理
3,61,plzeatolives (barefaced),[討論] 沒內建父愛母愛的人，為何要生小孩?,Mon May 25 17:12:11 2020,最近熱門文章出現月子中心AA制的討論其中一些回文把剛生完小孩後的各種崩潰情形都講得很仔細沒生子經驗看了都覺得好像很痛苦QQ是說如果說沒有所謂的內建父母愛也就是說假設年紀到了自然就會想要生這種情形不適用在自己身上各位打算生小孩或已經生小孩的人是做了什麼考量才決定要生的呢意外懷上的除外生小孩的前幾年時間空間都不再是自己的就算生出天使寶寶沒有網友分享的那麼崩潰但多少會影響生活吧睡眠不足是難免吧而且小孩養到一個年紀之後也會有其他煩惱基本上現代人都得預估得養到20歲才能小孩才能開始慢慢獨立這麼長的一段時間都要跟小孩綁在一起做什麼事都要考量到他甚至以前可以隨便的部份顧慮到教養之類的問題還得以身做則之類的活得很累整個感覺就是我的人生不是我的人生這樣以上都還沒考量到開銷個人認為排除什麼就是愛孩子內建父母愛等堅持要生孩子的理由1 家族企業2 宗教文化要傳承3 其他道德觀例如認為身為人一部份就是得生維持社群之類的還是說大部份打算已生的人主要就是基於內建父愛母愛或者說想看看另一半的小孩會是怎樣之類的真心好奇下定決心非被旁人慫恿要生小孩的人為什麼會做這個決定呢以上感謝大家分享The body must be freed liberated quite literallyfrom paint and girdles and all varietes of crap Andrea Dworkin Woman Hating
3,96,sony100 (100),[閒聊] 有人靠自己買房生小孩嗎,Tue Dec 10 21:58:26 2019,我身邊的同學同事朋友如果非自己創業 或是醫生等高端職業結婚買房生子 都會有家人贊助會幫忙出頭期款 婚禮費用 生小孩如果無法自己帶 或是沒辦法請保母爸媽也會幫忙帶 也會幫忙小孩的照顧費用 生產也多少會幫忙如果家裡完全沒贊助是不是結婚生子 都只能指望另一半呢買房子如果雙方家人都沒幫忙 是不是就只能租屋了呢
3,203,fakemee (missing),[討論] 二擇一：買房子還是生小孩？,Thu Nov 29 21:57:22 2018,雙北的房子真的太貴了小小一間現在流行的物件都是這樣必須每個月還四萬元房貸本來的規劃是買房生小孩生小孩也需要很多奶粉尿布錢尤其目前在國內生小孩可能有困難必須要到國外借精生子這樣開銷真的太大因為經濟因素買房子生小孩成了二擇一的選擇題各位會選擇哪一個呢想聽聽各位的看法謝謝
3,290,zsyuan (雷雷),[討論] 女孩們會為了社會責任生小孩嗎？,Thu Mar 22 17:23:18 2018,之前和媽媽在看愛的萬物論訪問主播高文音的時候高文音在訪問中就提到她和老公人力公司主管不打算生小孩媽媽就說她覺得這樣兩個經濟上都不錯這樣不生小孩很沒有盡到社會責任我覺得媽媽有點優生學的概念但我自己就覺得其實這個社會好像也沒有幫我養孩子為什麼我要幫社會盡什麼責任不知道這樣會不會太偏激但是又想到即使我老了是用自己的錢養老其實還是會花費到社會資源醫療人力等等不知道女孩們對於生小孩和社會責任之間的想法是什麼 有一定社會地位的人就一定要生小孩嗎撇除不孕的部分的話
3,298,KOGADOU (大河武),[討論] 親戚為何老喜歡叫別人結婚、生小孩？,Tue Feb 20 23:44:41 2018,各位板友好新年快樂相信在過年的時候大家應該多少會遇到很喜歡探人隱私的親戚知道你沒有交往對象後開始拚命叫你趕快找伴然後結婚生小孩到底為何比自己父母還著急好像我們是他親生的一樣有板友也有相同的困惑嘛
3,309,GraceMa (我喜歡騎馬),[閒聊] 看到認識的人養小孩，會提升生子慾望嗎,Wed May 5 02:32:39 2021,女口是頁根據統計大家還是覺得結婚生小孩會幸福就算婚姻不幸福很多女生都會說後悔結婚不後悔有小孩這時候問題來了看到別人照顧小孩的樣子會提升女孩兒的生子慾望嗎先說我不會我看到熟人照顧小孩感覺好可怕我看他一天都沒辦法吃正經飯一直在餵食然後感覺她自己的身份不見了她的名字變成媽媽了雖然他看起來很幸福但那感覺完全不是我追求的生活我覺得媽媽很偉大可是如果要我完全失去自我的奉獻我覺得我浪費父母給我的栽培對不起高三國中聯考時努力的自己對不起我的本心可能是我太年輕了雖然我很喜歡小孩子可是我不想要這樣養啊是變成媽媽就會這樣嗎還是這是不一定的呢總而言之看到他帶小孩我感覺想推遲到32以上再談小孩的事女孩兒們看別人帶小孩會提升還是降低生子慾望呢有沒有相關的經驗分享
3,391,sasaki3630 (雷姆花音詩穗老公),[閒聊] 現在不想生孩子的比較多？？？,Wed Apr 25 19:27:44 2018,一方面是傳宗接代觀念式微一方面是經濟問題性別多元化也佔些部分現代的夫妻是不是不想生孩子比較多呢像小妹很嚮往美滿家庭可是沒錢 莓對象QQ
3,193,qnmini5566 (紅人),[閒聊] 大家覺得租屋族可以生小孩嗎,Fri Feb 1 00:53:39 2019,少子化的元凶之一就是房價太高如果夫妻是租屋族過兩人世界沒甚麼問題如果生了孩子那孩子的未來會是不確定性將來父母往生不會留下房給孩子如果小孩養到18歲還要學貸才能讀大學那在這種條件下租屋族適合生養小孩嗎
3,230,nobodytw (what),[討論] 女生結婚生小孩問題,Wed Aug 8 08:16:22 2018,不知道有沒有女生和我一樣對於這問題呈現無解的狀態大家怎麼想通或選擇的自己想要把事業生活過的好之後再來談這個現在不是時候也對家庭孩子無心可惜我不是男的可以等到歲還有機會嫩妻已屆30大關身邊30多歲生的男性丟給老婆照顧不會照顧小孩的的滿山滿谷最近辦公室同事抱怨老公像是個大男孩會跟女兒賭氣 朋友老公明顯是個老男孩近40家事通通不做她得產後憂鬱好幾年這些例子讓我知道小孩生了才知道你老公是不是好隊友而沒找到好隊友的負面案例讓我找對象又更無力了別人又說你老了眼光放低是人家挑妳了而且再找再拖會生不出小孩但我真的不想要賭照顧孩子近期的我不想要擔起這個責任沒錯我看了婚姻版那些小孩塞不回去抱怨連連的母親或者不生小孩和家裡起衝突的夫妻們想到這個問題QQ我現在真的不想要但我可能以後會想要家庭婚姻孩子這種迴圈何解有沒有人和我類似但是後來又忽然喜歡小孩而後悔錯過年紀的本身有選擇困難不知道大家有沒有類似的經歷怎麼解決的或者覺得我這個問題的盲點是什麼期待聽建議延伸問題尋找交往對象有哪些事情該交往前橋好觀察的如責任感家庭和個人成就不同重感情這些大家怎麼觀察的單身非常久以前都是憑感覺在談戀愛覺得有點陌生了需要一點建議
3,73,sony100 (100),[閒聊]女性想生小孩的原因,Tue Mar 3 22:43:11 2020,高房價低所得讓青年越來越不想生小孩尤其生小孩是完全爽男生苦女生的想問女性朋友想生小孩的原因１養兒防老２想延續自身優良基因３錢太多花不完留給小孩花４喜歡小孩５人生才完整６長輩要求７老公要求８傳宗接代生男壓力９不小心有的１０其他等等是那些原因呢
4,224,xcvbn9527 (玄月),Re: [討論] 女生結婚生小孩問題,Wed Aug 8 18:26:58 2018,跟眼光沒關係吧知道這男生愛不愛乾淨在一起後就同居啊定期去他房間看他生活習慣重點別把全世界男人想的這麼廢我跟我老婆都30歲在一起7年多這7年來她只有洗過自己內衣褲三次其他什麼洗衣服曬衣服換床罩她都沒碰過其他我就不說了至於照顧小孩撇開經濟問題對方值不值得託付自己最知道吧聊聊天問想法啊想都不想說要生的大概都不經大腦的就要再三思再來我跟老婆都帶過姐夫或朋友的小孩半路拉屎在褲子上我老婆嚇得不敢靠近這也是我人生第一次幫人洗帶屎的屁股這種事情一個願打一個願挨全都看負面的話也別結婚別交男女朋友了新聞負面的一堆不需要這麼悲觀像我未來有小孩勢必請保姆要自己照顧就請菲傭不要因為有小孩失去太多的生活品質沒錢就別生沒做好心理準備就別生坦白說我自己也正在想辦法處理生孩子的事我是長子一結婚就開始被催生目前撐了兩年多我老婆非常怕痛更別說生孩子不管自然產或頗腹產都會很痛宮縮什麼的我一切是看她畢竟身體是她的但是現在雙方爸媽外公外婆都在催真的會有壓力我完全不怕照顧小孩但我沒辦法看老婆受這種苦痛我一定不敢進產房每每看或聽別人生孩子的過程光聽都全身無力她自己也感覺的到似乎勢必生一個最晚是35歲前我個人是不強迫在一起前就講好也很難說啦我們就是有講好不生但彼此爸媽長輩都在念很難不動搖 
4,326,pinkygirl (pinkygirl),Re: [問題] 結婚生子才是人生贏家嗎？,Sat Oct 17 11:31:17 2020,當然不是人生贏家不是用有沒有結婚生子來判斷的人生本來就是一連串的選擇不同的選擇就有不同的挑戰跟快樂你會有這樣的誤會是因為你身邊的人用家庭來當擋箭牌可以當擋箭牌的東西很多例如爸媽生病要請假要提早下班 等等也有結婚生子後日子很悲哀的也有單身生活充實愉快的以我自己的經驗我覺得結婚生子如果找到對的對象那真的快樂乘以無限大但如果找到豬隊友 痛苦也是無限大反正結婚生子不是在天堂就是在地獄單身好歹在人間
5,135,ts1688 (天涯孤獨),Re: [問題] 為什麼窮人還要生小孩,Sat Jul 13 23:18:38 2019,明明女板發這類文的人 家庭大都是普通 OR 小康家庭 也就是一般的中產階級今天你是活在 家裡房租付不出來 三餐有一頓沒一頓 家中需要領救濟金單親家庭隔代教養 還是父母親做生意失敗負債千萬 生在一個父母雙方都不富裕的家庭長大總覺得很自卑 國高中時父母親動不動為了帳單保險費學費生活費吵架 看有些同學一身名牌運動服飾而我的衣櫃總是那幾件衣服輪著穿怪了 我國高中運動相關用品就沒名牌 衣櫃除了學校制服也是幾件輪著穿 別人家庭聚餐吃了甚麼高檔餐廳而我們家卻哪裡都沒去過我父母親也沒所謂家族聚餐要高檔餐廳 親戚聚餐也沒小孩跟著的份我從小沒就沒零用錢 家裡冰箱也不會有零食出現 小學去學校也只喝白開水我唯一會抱怨的是 除了吃三餐我根本吃不飽 即便我努力讀書出了社會後每年賺的比那些同學還多 還是會覺得自卑覺得不甘自己要比別人辛苦明明我們都是同個年紀自卑 我看是無病呻吟吧 你是活的有多辛苦 求學過程還要賺錢負擔家用嗎你所期望的種種不外乎是物質上的滿足 好還要更好 窮人生小孩真是罪過妳這種想法就是 為何我不是富2代 為何父母親無法滿足我的慾望 為何父母親是個魯蛇又要生下我 都是他們害妳有自卑感的如果今天是國中生說這種話 我只會認為那是他們還不成熟 不過你已經出社會了 這莫名的自卑感更顯出你的想法有多幼稚 就跟國中生吵著要拿愛瘋一樣 只因為傳宗接代的理由讓後代在資源不優渥的環境下成長 反正地球人口早就過剩了根本不缺窮人家的孩子誕生在世上 大家會和我一樣覺得如果沒辦法給孩子富裕的環境成長不如不要生嗎 讓孩子來到這個鬼島一點好處都沒有只是多一個人來受苦之前美國有一個新聞 夫妻年薪總和100萬美金 說自己不富裕很窮因為這對夫妻總是跟年薪200萬的家庭在比較台灣之前也有一名退休教師上電視說自己要養第2間房貸 兒子在美國留學 沒錢讓全家去美國參加畢業典禮順便旅遊 怪政府年改會讓他很窮今天就算台灣只剩下前10的富裕人口活著 很不幸的以你這種幼稚心態 仍然會認為自己為何不能去英國念寄宿學校 為何每年寒暑假不能出國 為何念大學時家裡不幫你買豪車 甚至在學校周遭買房讓你住 為何從小沒菲傭幫你提書包你說生出來就是受苦 所以你到底吃了哪些苦有欲望很正常 羨慕同學朋友吃好穿好這也沒關係 但是我不會因此去埋怨父母親不應該生下我 甚至怪父母親不如其他同學高收入父母親估計讓你出生在最高人均最富裕的摩洛哥 你也會抱怨為何自己不是皇室家族成員有筆有劍有肝膽 亦狂亦俠亦溫文
5,5,voncroy (niflheim一律打趴武力放),Re: [難過] 不結婚不生小孩只想養貓當家人不好嗎？,Sun Apr 4 15:34:31 2021,每日廢文這已經是周經文幾乎每個上來問的人或最後一定有人是提到自己年老誰要來給自己養老其實我個人認為沒有人有義務為別人的老年負責願意負責的是因為他在做功德以後科技跟長照體系一定會更發達可能整個社區全部都變老人社區保全都變成養老院的人每個人手上都戴智慧型手錶或植入電子裝置心跳停了血壓高了都會通報然後社區的醫療人員就會去你家破門或者等我們老了門都換成電子鎖然後在自己運動水準降低到某個程度之前每5年都要寫一次預立遺囑有糖尿病的高血壓的失智傾向的都要自己先找好醫療找好看護錢當然也是自己準備好那種有了小孩就覺得自己怎麼老怎麼癱都是小孩全程負責的人真的覺得他活著對整個世界都是一種折磨
5,27,panda80911 (四不像),Re: [閒聊] 會說生小孩也不會照顧自己的都那種人？,Wed Sep 16 17:49:10 2020, 你的邏輯是不是死去了認同照顧父母不是小孩的責任不代表就不照顧自己的父母了這段話你看得懂嗎照顧父母並不是責任而是義務畢竟當初出生的時候父母也不是自己選的又何必為此擔起責任不過若是父母有好好照顧你栽培你那當然有義務回報自私的人可能比較無法理解怎麼可能有人願意犧牲吧正因為認為把照顧父母當成責任是陋習所以到自己這一代為止就好讓下一代不需要來照顧自己這才是你的責任不要再把責任丟給別人了好嗎
5,30,wifeishonoka (掙扎的活著),Re: [難過] 家人不希望家族絕後 一直施壓結婚生小孩,Sun Sep 13 17:37:22 2020,我跟你差不多吧只是我是今年剛滿三十 而且又是獨子家裡也是一直明確暗示結婚啥的朋友家人也安排相親不過我連去都不去心想既然目前不想結婚就也別浪費對方時間了雖然目前工作還算穩定 算廣義公職存款也有點 大概快兩百吧 還過的去但我知道自己目前要的是什麼 結婚絕對不是首選真的奉勸你不要因為壓力而去結婚結婚後的責任沒那麼簡單面對的絕對比應付你爸現在還重包括但不限於 小家庭及兩家族維繫 等等如果又生了小孩就又增加了子女教養扶養等等我是覺得厚明確告訴你爸你現在的想法吧我們沒辦法改變他人的想法但為了別人的想法而委屈求全八成不會有好結果先對自己的人生負責好再去想其他傳宗接代之類的的吧
5,48,Kuba4ma (),[討論] 幫我想一下生小孩的理由,Fri Jul 17 17:02:51 2020,我一直覺得生小孩是很不合理的行為因為小孩子沒辦法決定自己能不能生下來但是父母可以另外有些人認為小孩子是家庭組成的必備要素但這種想法不是很自私嗎就是小孩子當作滿足自己對於家庭想像的慾望有甚麼生小孩的理由比較合理
5,71,applegg (台丸 腹肌 快感),[閒聊] 感謝所有還沒生小孩的弟兄姊妹,Tue Mar 17 08:50:07 2020,為了減輕台丸同胞的生存壓力 感謝所有還沒生小孩的師兄師妹 生存壓力太大 生小孩只是苦了三個人 政府抽稅這樣兇 各種保險金壓力這摸大 地這摸小 感恩各位 犧牲自己的年輕歲月 成就台丸同胞 也拜託生過的 別生太多 大家也要出錢幫養的
5,83,meowyih (meowyih),Re: [討論] 沒有生小孩的生活品質是不是更好?,Sun Jan 26 21:04:09 2020,我有二個女兒大的六歲剛剛講故事哄她睡了來發一篇好久沒發的廢文 p我生女兒前老婆和我二個人已經工作了十幾年了錢根本用不完是隔幾年就貼個扣繳憑單的那種用不完想看 google 說不定還找的到 笑愛買甚麼就買甚麼去日本玩個三天花 15 萬去逛百貨一件 armani 花個幾萬塊也沒考慮的那時我和老婆都不喜歡小孩但也沒有特別反對只是順其自然然後十年都沒生就算了人家不想來幹嘛逼她們後來小孩來了六年花掉我七八百萬當然裝潢房子二百多萬和買車二百多萬她們會說不能算她們的啦可是沒小孩我才沒傻到去買車或是把錢花在過了十年就沒用的裝潢上啊現在上了小一一學期一個人光學費也要十萬我那件 armani 外套和襯衫穿了十年到現在也不敢換 Orz這六年來存款都沒增加還慢慢變少出國玩 大概變成三年一次了吧還是我出差時順便帶去的那種花錢事小最慘的是感覺到自我消失的恐懼 另一說是中年危機雖然我已經 45 歲了但承認我是個長不大的小孩本來我家裡擺了滿滿的電玩和漫畫是個幼稚男人的樂園但六年過去我被強迫長大了漫畫幾乎都丟光了 沒地方擺漫畫舊了會變過敏原etc電玩更是沒時間玩家裡的擺設完全都是為了小孩看的電視跟小孩有關出去玩也是小孩導向時間更是完全在小孩身上短時間這樣照顧小孩當然沒問題一直承受這種壓力好幾年的導致的憂鬱很難跟沒經驗的人說明的付出了甚麼講完再來講點得到了甚麼付出了這麼多我得到了真正愛我的人聽起來有點噁心不過這是真的女兒對我的那種無條件沒參雜質的愛真的也是沒體驗過不會明白的那跟男女間的愛差別太大了本來想打些例子的但是好像吵到女兒了 Orz人活在世界上不就是為了找個真心愛你的人嗎問生小孩會不會影響生活品質分母不變分子變多了怎麼可能不影響真的該問的是犧牲了生活品質會得到甚麼啊當然你說也有不如生個貢丸的不肖子啊付出 可不是上個床生下小孩啊花了時間陪伴的小孩是能多不肖我也很懷疑真的不能打了廢文到此為止 p
5,99,lululun ( ),Re: [閒聊] 月薪五萬生小孩 鄉民：對不起他,Sun Dec 8 17:53:09 2019,不是阿父母那代跟現在買房一棟新房或大樓價差500萬 千萬以上台北千萬起跳500萬的概念就是要維持十年 每月還要多存4萬才能買更別說現代人娛樂消費更頻繁 高了由奢入簡難小七的物價 便當和麵包很都比十年前漲20以上啦算算自己 每月存多少就知道靠自己 這數字養家困難度
5,100,msis20 (Hi~),Re: [閒聊] 月薪五萬生小孩 鄉民：對不起他,Sun Dec 8 17:35:39 2019,剛剛在PTT上看到有網友說他月薪五萬 跟老婆雙薪將近10萬住在板橋自家的房子 本來以為應該還過得去 結果被底下網友說對不起小孩 說現在雙薪10萬其實還是養不太起 沒辦法給他最好的教育環境跟生活品質 有沒有雙薪10萬 鄉民喊對不起小孩的八卦看到沒多少錢不能養小孩的就覺得呵呵下面是臺大學生家庭月收入統計中位數也不過落在13萬上下而已要讓小孩的生活過得多無虞真的比不完啦真要比我覺得沒辦法讓小孩跟金庸一樣睡飽數錢的都不要生大家說好不好
5,101,guohuo (帕羅奧圖馬克祖克伯),[閒聊] 月薪五萬生小孩 鄉民：對不起他,Sun Dec 8 08:58:04 2019,
5,104,destroytw (兩岸血脈相連，是一家人),[討論] 大家會覺得在台灣生小孩是害人嗎?,Mon Nov 25 18:08:52 2019,最近母豬開始大撒幣就選情了可是我發現很多人不生是因為覺得現在空氣差黑心食品多垃圾老闆一堆死刑不執行而不想生小孩出來鬼島受苦向我也不大想出生在台灣但是低端人口爸媽就生了所以有自知之明不想害另外一條生命大家會覺得在台灣生小孩是害人而不想生的哪有的1
5,105,destroytw (兩岸血脈相連，是一家人),[討論] 以後就統一了為何還敢生小孩?,Thu Nov 21 18:41:02 2019,台灣人口快生不如死了以後年輕人越來越少兵源會不足女生又不當兵消費力也會下降被大陸統一只是時間問題看看香港為何在台灣還有人敢生小孩啊各位女孩知道台灣以後就要跟大陸統一回歸祖國了為何還有人敢生小孩啊
5,108,KirimaSyaro (心懷感謝),[閒聊] 為什麼會有人想生小孩,Mon Nov 11 08:12:27 2019,我父母常說他們小時候過的物質多缺乏 我這代幸福多了可是物質生活缺乏 應該生活很痛苦吧人生那麼痛苦 生小孩來讓他們也經歷人生的痛苦感到底是為甚麼沒有人問過小孩要不要出生啊I clean the house and wash the bathroom and toilet and make the cake for myroommate The ones she allows I might be capable of doingAnd do you go out with friendsWell a boys best friend is his roommate No Angels
5,136,rollgirl (旋轉),Re: [問題] 為什麼窮人還要生小孩,Sat Jul 13 20:45:39 2019,我非常懂原po的心情我家就是典型窮父母加上為了力拼生男而生四個小孩的家庭不懂的人在噓是因<U+7232>你們不懂階級複製的痛苦且現在這代就算你像郭董說的每天工作十六小時也很難改變窮的命運不要唱什麼高調說什麼講這些話不入流我大姐二姐為了養家十八歲就被我爸媽要求他們幫忙半工半讀養家養我們這些弟妹我看到他們總睡眼惺忪上課根本為了賺錢無法好好受教育我十八歲也開始打工多少賺生活費只有我弟既得利益者啥都不用做只因他是男生我身邊同學也有幾個我看他們也無法好好受教育因<U+7232>錢經濟就比讀書重要從以前看到現在很多例子讓我看到窮父母生小孩就覺得你們根本在害你的下一代受苦像之前我十來歲看到ㄧ碗麵的故事ㄧ點都不覺得溫馨也不想捐錢因為這都是父母自己搞出來的痛苦憑啥要社會資源的注入你們讓小孩小小年紀只能每天擔心沒下一餐不要唱高調說窮人也有生小孩的權利但你們窮到讓社會補助幫你們養家你們不慚愧嗎你們何德何能要用大眾財全國納稅人的錢幫你們養家什麼低收入戶還有ㄧˉ些社福團體的捐款若是我會拿的心不安理不得看到這類文章還有人噓說怎麼可以說出這麼不孝的話那叫自己小孩養小孩的窮父母也沒高級到哪去總之我支持原原po以及跟我一樣階級複製努力還無法翻身窮父母的孩子們
5,137,k268185 (k268185),[問題] 為什麼窮人還要生小孩,Sat Jul 13 19:09:17 2019,生在一個父母雙方都不富裕的家庭長大總覺得很自卑國高中時父母親動不動為了帳單保險費學費生活費吵架看有些同學一身名牌運動服飾而我的衣櫃總是那幾件衣服輪著穿別人家庭聚餐吃了甚麼高檔餐廳而我們家卻哪裡都沒去過即便我努力讀書出了社會後每年賺的比那些同學還多還是會覺得自卑覺得不甘自己要比別人辛苦明明我們都是同個年紀窮人生小孩真是罪過只因為傳宗接代的理由讓後代在資源不優渥的環境下成長反正地球人口早就過剩了根本不缺窮人家的孩子誕生在世上大家會和我一樣覺得如果沒辦法給孩子富裕的環境成長不如不要生嗎讓孩子來到這個鬼島一點好處都沒有只是多一個人來受苦
5,145,blessbless (123),[討論] 要生小孩拜託至少不要讓他受苦,Fri Jun 28 13:12:04 2019,我一直覺得如果要生小孩就應該至少做到不讓孩子受苦尤其看到我一個遠房親戚因為是家中獨子吸毒害的本來他們家富裕變成窮困監獄幾乎是後門般走動大概賠了一條街的房子在借錢給他吸毒直到他父母雙雙癌症病逝他有稍微振作但最近又開始變老樣子他惟一的女兒目前十多歲非常可憐除了替父親還債還要養他連高中都讀不起只能靠多做幾分工作最近他女兒也生病了聽完我真的很感慨如果生小孩只是為了傳宗接代拜託就不要生了
5,146,peoplemore (兩百萬伏特的熱情),[討論] 大家是什麼原因決定不生小孩,Fri Jun 21 20:30:34 2019,台灣少子化日趨嚴重說到底除了單身未婚大家到底什麼原因決定不生孩子呢來發表你的看法吧謝謝
5,157,notepad67 (甄姬拔劍),Re: [難過] 好恨窮人為什麼要生小孩,Fri May 10 00:11:18 2019,為什麼窮人還要生小孩呢 我好恨被生出來 一個年輕女生 包包鞋子衣服都沒買多少 保養品也不敢買 存屁存 窮人存屁錢 早點去死死算了這串看到了很多夾雜了憤怒和嫉妒的同理心情緒的人很多作為所謂的白領中產看上去衣著光鮮但其實自己也不敢生因為按照現代台灣主流標準去培養小孩費用是天文數字某些用好不容易覺得不那麼窮的人才找回一點自尊的人最怕就是重新受辱現在台灣社會上的說法是不能接受低成本養育孩子玩具衣服必須是進口的幼稚園必須是雙語的月費用5000元以下都不考慮房子必須有好高中必須上國外留學必須去不然至少要四大有些人的標準根本大於正常的養孩子的標準而且他們自己也不一定能達到但用這種為武器去打擊達不到這個標準的同類以此滿足自己的優越感他們說這是最低標準否則就是不負責任連五十萬的月子中心都住不起你還敢生孩子我們那年代養孩子是便宜的食物普通但沒有奇怪添加劑國中國小學校統一但老師認真教就算有分班也是自己成績決定六七年級都是這麼長大的但現代的中產決不走窮養之路但是真的要富養真的很貴今天低成本的養小孩方式其實依然存在但是隨著社會階層的撕裂很多底層的這些群體成了動物園裡的團團圓圓被人看被人笑PTT其實大多以白領小資中產階層為主結果很容易形成了對貧窮沉默群體無情的批評如果真的是窮人真的很底層你還有時間有體力上PTT哭夭不去工作有錢上網屁一堆無病呻吟而已覺得沒錢買房買包買化裝品不會自己去賺怪父母不給妳好不好笑我今天躊躇了很久終於鼓起勇氣走向在飲料店打工的漂亮女孩點了一杯平時喝的珍珠奶茶然後趁她低頭時迅速湊到她耳邊說了三個字我紅著臉轉過身去女孩抬起頭微微一笑我想她一定在我看不到的身後點了點頭過了一會兒奶茶做好了她戳了戳我的背在我眼前高高舉起當我看見杯上的字我就知道是的她聽見了是的她聽見了上面備註著我難以啟齒的要全糖
